118,0.46,-0.88
119,0.48,-0.87
120,0.5,-0.86
121,0.51,-0.85
122,0.52,-0.84
123,0.54,-0.83
124,0.55,-0.82
125,0.57,-0.81
126,0.58,-0.8
127,0.6,-0.79
128,0.61,-0.78
129,0.62,-0.77
130,0.64,-0.76
131,0.65,-0.75
132,0.66,-0.74
133,0.68,-0.73
134,0.69,-0.71
135,0.7,-0.7
136,0.71,-0.69
137,0.73,-0.68
138,0.74,-0.66
139,0.75,-0.65
140,0.76,-0.64
141,0.77,-0.62
142,0.78,-0.61
143,0.79,-0.6
144,0.8,-0.58
145,0.81,-0.57
146,0.82,-0.55
147,0.83,-0.54
148,0.84,-0.52
149,0.85,-0.51
150,0.86,-0.5
151,0.87,-0.48
152,0.88,-0.46
153,0.89,-0.45
154,0.89,-0.43
155,0.9,-0.42
156,0.91,-0.4
157,0.92,-0.39
158,0.92,-0.37
159,0.93,-0.35
160,0.93,-0.34
161,0.94,-0.32
162,0.95,-0.3
163,0.95,-0.29
164,0.96,-0.27
165,0.96,-0.25
166,0.97,-0.24
167,0.97,-0.22
168,0.97,-0.2
169,0.98,-0.19
170,0.98,-0.17
171,0.98,-0.15
172,0.99,-0.13
173,0.99,-0.12
174,0.99,-0.1
175,0.99,-0.08
176,0.99,-0.06
177,0.99,-0.05
178,0.99,-0.03
179,0.99,-0.01
180,0.0,-0.0
181,-0.99,-0.01
182,-0.99,-0.03
183,-0.99,-0.05
184,-0.99,-0.06
185,-0.99,-0.08
186,-0.99,-0.1
187,-0.99,-0.12
188,-0.99,-0.13
189,-0.98,-0.15
190,-0.98,-0.17
191,-0.98,-0.19
192,-0.97,-0.2
193,-0.97,-0.22
194,-0.97,-0.24
195,-0.96,-0.25
196,-0.96,-0.27
197,-0.95,-0.29
198,-0.95,-0.3
199,-0.94,-0.32
200,-0.93,-0.34
201,-0.93,-0.35
202,-0.92,-0.37
203,-0.92,-0.39
204,-0.91,-0.4
205,-0.9,-0.42
206,-0.89,-0.43
207,-0.89,-0.45
208,-0.88,-0.46
209,-0.87,-0.48
210,-0.86,-0.49
211,-0.85,-0.51
212,-0.84,-0.52
213,-0.83,-0.54
214,-0.82,-0.55
215,-0.81,-0.57
216,-0.8,-0.58
217,-0.79,-0.6
218,-0.78,-0.61
219,-0.77,-0.62
220,-0.76,-0.64
221,-0.75,-0.65
222,-0.74,-0.66
223,-0.73,-0.68
224,-0.71,-0.69
225,-0.7,-0.7
226,-0.69,-0.71
227,-0.68,-0.73
228,-0.66,-0.74
229,-0.65,-0.75
230,-0.64,-0.76
231,-0.62,-0.77
232,-0.61,-0.78
233,-0.6,-0.79
234,-0.58,-0.8
235,-0.57,-0.81
236,-0.55,-0.82
237,-0.54,-0.83
238,-0.52,-0.84
239,-0.51,-0.85
240,-0.49,-0.86
241,-0.48,-0.87
242,-0.46,-0.88
243,-0.45,-0.89
244,-0.43,-0.89
245,-0.42,-0.9
246,-0.4,-0.91
247,-0.39,-0.92
248,-0.37,-0.92
249,-0.35,-0.93
250,-0.34,-0.93
251,-0.32,-0.94
252,-0.3,-0.95
253,-0.29,-0.95
254,-0.27,-0.96
255,-0.25,-0.96
256,-0.24,-0.97
257,-0.22,-0.97
258,-0.2,-0.97
259,-0.19,-0.98
260,-0.17,-0.98
261,-0.15,-0.98
262,-0.13,-0.99
263,-0.12,-0.99
264,-0.1,-0.99
265,-0.08,-0.99
266,-0.06,-0.99
267,-0.05,-0.99
268,-0.03,-0.99
269,-0.01,-0.99
270,-1.0,0.0
271,-0.01,0.99
272,-0.03,0.99
273,-0.05,0.99
274,-0.06,0.99
275,-0.08,0.99
276,-0.1,0.99
277,-0.12,0.99
278,-0.13,0.99
279,-0.15,0.98
280,-0.17,0.98
281,-0.19,0.98
282,-0.2,0.97
283,-0.22,0.97
284,-0.24,0.97
285,-0.25,0.96
286,-0.27,0.96
287,-0.29,0.95
288,-0.3,0.95
289,-0.32,0.94
290,-0.34,0.93
291,-0.35,0.93
292,-0.37,0.92
293,-0.39,0.92
294,-0.4,0.91
295,-0.42,0.9
296,-0.43,0.89
297,-0.45,0.89
298,-0.46,0.88
299,-0.48,0.87
300,-0.49,0.86
301,-0.51,0.85
302,-0.52,0.84
303,-0.54,0.83
304,-0.55,0.82
305,-0.57,0.81
306,-0.58,0.8
307,-0.6,0.79
308,-0.61,0.78
309,-0.62,0.77
310,-0.64,0.76
311,-0.65,0.75
312,-0.66,0.74
313,-0.68,0.73
314,-0.69,0.71
315,-0.7,0.7
316,-0.71,0.69
317,-0.73,0.68
318,-0.74,0.66
319,-0.75,0.65
320,-0.76,0.64
321,-0.77,0.62
322,-0.78,0.61
323,-0.79,0.6
324,-0.8,0.58
325,-0.81,0.57
326,-0.82,0.55
327,-0.83,0.54
328,-0.84,0.52
329,-0.85,0.51
330,-0.86,0.5
331,-0.87,0.48
332,-0.88,0.46
333,-0.89,0.45
334,-0.89,0.43
335,-0.9,0.42
336,-0.91,0.4
337,-0.92,0.39
338,-0.92,0.37
339,-0.93,0.35
340,-0.93,0.34
341,-0.94,0.32
342,-0.95,0.3
343,-0.95,0.29
344,-0.96,0.27
345,-0.96,0.25
346,-0.97,0.24
347,-0.97,0.22
348,-0.97,0.2
349,-0.98,0.19
350,-0.98,0.17
351,-0.98,0.15
352,-0.99,0.13
353,-0.99,0.12
354,-0.99,0.1
355,-0.99,0.08
356,-0.99,0.06
357,-0.99,0.05
358,-0.99,0.03
359,-0.99,0.01
360,0.0,-1.0
